name,date,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,tech_self_score_CSharp,tech_self_score_Java,tech_self_score_R,tech_self_score_JavaScript,tech_self_score_Python,tech_self_score_C++,tech_self_score_Ruby,tech_self_score_SPSS,tech_self_score_PHP
Padgett Crennan,2019-07-12,"Courteous, Ambitious","Undisciplined, Chatty",True,False,False,Fail,Data,,,,6.0,,,,2.0,4.0
Gabrila Chasier,2019-07-20,Listening,"Distracted, Intolerant, Undisciplined",True,True,True,Pass,Business,7.0,2.0,1.0,3.0,4.0,1.0,,8.0,
Kimmi Edgecumbe,2019-07-12,"Organisation, Collaboration","Indifferent, Competitive, Sensitive",True,True,True,Pass,Business,3.0,,3.0,,,4.0,,,3.0
Levy Standage,2019-07-25,Reliable,"Controlling, Chaotic",True,True,True,Pass,Data,2.0,7.0,,,5.0,,,,
Muffin Jandel,2019-07-20,"Independent, Creative, Composure",Impulsive,True,True,True,Pass,Data,,1.0,,,3.0,,,4.0,
Calida Behr,2019-07-18,"Innovative, Empathy","Immature, Chaotic, Slow",True,True,True,Pass,Engineering,6.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,
Jeannette Willans,2019-07-26,"Empathy, Critical Thinking","Distracted, Competitive",True,True,True,Pass,Engineering,,,,,,,2.0,,
Mora Joutapavicius,2019-07-18,Critical Thinking,"Passive, Competitive, Overbearing",True,False,True,Fail,Business,,5.0,1.0,,,,,,1.0
Tadeas Bidmead,2019-07-18,"Composure, Charisma","Chaotic, Procrastination, Critical",True,True,True,Pass,Data,,,,1.0,1.0,1.0,,,
Matthiew Tumbridge,2019-07-04,Courteous,"Procrastination, Overbearing",True,True,True,Pass,Data,2.0,,3.0,,6.0,3.0,,3.0,
Orton Borer,2019-07-12,"Perfectionism, Empathy",Immature,True,True,False,Fail,Data,1.0,,,,,,,,
Tirrell Tabart,2019-07-26,"Critical Thinking, Courteous, Empathy",Selfish,True,True,True,Pass,Data,5.0,,,2.0,,,2.0,,
Leeanne Allsepp,2019-07-06,"Versatile, Passionate","Undisciplined, Chatty",True,True,True,Pass,Data,3.0,,3.0,5.0,,1.0,,2.0,
Evangelin Gorges,2019-07-11,Independent,Impulsive,True,True,False,Fail,Engineering,1.0,,,,1.0,4.0,3.0,,
Clywd Musgrove,2019-07-18,Determined,"Chatty, Sensitive, Stubborn",True,True,True,Pass,Data,2.0,,,1.0,,2.0,1.0,6.0,
Lanni Otton,2019-07-25,Altruism,"Anxious, Perfectionist, Indifferent",True,True,True,Pass,Data,4.0,,,,,,6.0,,
Yankee Reihm,2019-07-05,"Rational, Determined, Charisma","Indecisive, Intolerant, Controlling",True,True,True,Pass,Data,,6.0,,,,,,,1.0
Alikee Sawood,2019-07-12,"Versatile, Perfectionism, Critical Thinking","Chatty, Chaotic, Undisciplined",True,True,True,Pass,Business,,,,6.0,,,1.0,,
Roland Skeene,2019-07-26,Patient,"Chaotic, Controlling",True,True,True,Fail,Engineering,,,,,3.0,1.0,1.0,,1.0
Chrissy Sate,2019-07-20,Altruism,"Perfectionist, Procrastination",True,True,True,Pass,Business,,,,,,,,,
Eric Spritt,2019-07-20,"Curious, Consistent","Overbearing, Selfish",True,True,True,Pass,Business,,,,,,,2.0,5.0,2.0
Farica Harding,2019-07-19,"Perfectionism, Composure, Passionate","Sensitive, Introverted",True,True,True,Pass,Data,2.0,3.0,4.0,4.0,,,,5.0,
Kore Amburgy,2019-07-06,"Curious, Creative, Critical Thinking","Conventional, Introverted, Chaotic",True,True,True,Pass,Engineering,,,3.0,,,,,6.0,2.0
Juli Ruler,2019-07-12,"Listening, Independent",Passive,True,True,True,Pass,Business,,,,,,4.0,,,
Gery Beckenham,2019-07-06,"Patient, Collaboration","Procrastination, Sensitive",True,True,True,Pass,Engineering,,2.0,,3.0,2.0,5.0,2.0,6.0,
Jacquelynn Banasiak,2019-07-12,"Critical Thinking, Ambitious",Critical,True,False,False,Fail,Business,,,,,2.0,,1.0,3.0,
Krystalle Deeney,2019-07-20,Ambitious,"Sensitive, Distracted",True,False,True,Fail,Engineering,,,,3.0,1.0,,,,
Gerianne Christoforou,2019-07-13,"Critical Thinking, Passionate","Perfectionist, Competitive",True,True,True,Pass,Engineering,,3.0,6.0,,,2.0,5.0,,
Louella Cuppitt,2019-07-05,"Versatile, Charisma, Collaboration",Perfectionist,True,True,True,Pass,Business,,,,,,,,,2.0
Clarke Whitelock,2019-07-06,"Consistent, Creative, Passionate","Passive, Chatty, Immature",False,False,True,Fail,Data,,,,,6.0,4.0,,,
Farrel Bertl,2019-07-04,"Listening, Critical Thinking, Consistent",Impatient,False,True,True,Fail,Data,4.0,,6.0,,4.0,,,1.0,2.0
Chadd Ellen,2019-07-05,Critical Thinking,Chatty,True,True,True,Pass,Data,2.0,,,3.0,,,4.0,,1.0
Sean Dillaway,2019-07-11,Curious,"Indecisive, Distracted",True,True,False,Fail,Data,2.0,2.0,7.0,,1.0,,,,
Adah Fost,2019-07-13,"Courteous, Determined","Critical, Conventional",True,True,True,Pass,Data,,,2.0,,,,4.0,,
Abram Sueter,2019-07-26,Independent,"Immature, Passive, Procrastination",True,False,True,Fail,Data,4.0,1.0,,,2.0,3.0,,1.0,2.0
Darn Kirkby,2019-07-18,"Competitive, Patient, Problem Solving",Stubborn,True,True,True,Pass,Engineering,3.0,,,,,,4.0,4.0,
Jessamyn Reightley,2019-07-19,Reliable,Impulsive,True,False,True,Fail,Data,3.0,,,,,,,,
Rockwell Gutteridge,2019-07-27,Courteous,Intolerant,True,True,True,Pass,Engineering,,1.0,,,3.0,,4.0,,
Serge Muehle,2019-07-19,Reliable,"Chaotic, Introverted, Chatty",True,True,True,Pass,Data,5.0,,,1.0,3.0,,,,
Sydney Burchmore,2019-07-19,"Perfectionism, Passionate","Stubborn, Overbearing, Chatty",True,True,True,Pass,Data,,3.0,,4.0,6.0,,,,1.0
Gisela Schachter,2019-07-11,"Charisma, Reliable, Organisation","Slow, Impatient",True,True,True,Pass,Engineering,,,,,,,,,3.0
Abram Goldster,2019-07-04,"Patient, Collaboration","Impatient, Impulsive",True,True,True,Pass,Data,,,4.0,,,1.0,,,
Yvor Shepstone,2019-07-18,Consistent,"Indecisive, Selfish",True,True,True,Fail,Data,6.0,,,3.0,,2.0,,,4.0
Cosimo Labram,2019-07-12,Efficient,"Passive, Impulsive, Perfectionist",True,True,True,Pass,Engineering,3.0,,2.0,,,,,,1.0
Maible Antic,2019-07-18,"Versatile, Composure, Efficient","Perfectionist, Distracted",True,True,True,Pass,Data,,,,6.0,6.0,3.0,,3.0,4.0
Carlo Beekman,2019-07-18,"Independent, Determined, Listening","Stubborn, Intolerant, Chaotic",True,True,True,Fail,Data,8.0,,,,,4.0,7.0,,
Cordie Bolduc,2019-07-26,Critical Thinking,"Undisciplined, Competitive, Introverted",True,True,True,Pass,Engineering,,2.0,,2.0,4.0,,,1.0,
Bourke Belsey,2019-07-19,"Versatile, Altruism, Critical Thinking","Chatty, Sensitive",False,True,True,Fail,Data,,,3.0,6.0,,,6.0,4.0,1.0
Phedra Berriball,2019-07-11,"Empathy, Determined, Courteous","Competitive, Conventional",True,True,False,Fail,Data,5.0,4.0,3.0,,3.0,,3.0,,
Silvester Ondra,2019-07-12,"Critical Thinking, Collaboration","Overbearing, Distracted, Impatient",True,True,False,Fail,Business,,,,2.0,,,1.0,,5.0
Clyve Bradden,2019-07-05,"Competitive, Problem Solving","Slow, Indecisive, Selfish",True,True,False,Fail,Business,,,,,,,1.0,,
Winna Lemmertz,2019-07-12,"Determined, Passionate, Rational",Chaotic,True,True,True,Pass,Business,,,,,,3.0,2.0,2.0,
Fremont Vicary,2019-07-26,"Perfectionism, Versatile","Impatient, Selfish, Anxious",True,False,True,Fail,Engineering,,1.0,5.0,4.0,,,,,4.0
Byrom Sawday,2019-07-11,"Consistent, Creative","Stubborn, Impatient",True,True,True,Pass,Business,,,1.0,1.0,3.0,1.0,,,
Kat Sutherland,2019-07-18,"Competitive, Efficient","Distracted, Competitive, Intolerant",True,True,False,Fail,Data,,2.0,,,3.0,,,6.0,
Corby Torel,2019-07-20,Altruism,"Indecisive, Slow",True,True,False,Fail,Business,,,,6.0,,3.0,,,
Leland Wither,2019-07-18,"Composure, Passionate, Courteous","Intolerant, Indifferent",True,True,True,Pass,Engineering,,,,5.0,3.0,2.0,,4.0,
Clio Lafflina,2019-07-26,Perfectionism,"Competitive, Distracted, Critical",True,False,True,Fail,Business,,,,1.0,,,1.0,,
Farlee Petren,2019-07-20,"Independent, Perfectionism, Collaboration",Indifferent,True,True,True,Pass,Business,,,,,,,,,
Elisabeth Ebbutt,2019-07-04,Creative,Anxious,True,True,True,Pass,Data,2.0,1.0,,,2.0,2.0,,,
Benedikt Cohani,2019-07-06,"Critical Thinking, Courteous","Sensitive, Stubborn, Indecisive",True,True,True,Pass,Data,,,,5.0,,3.0,2.0,3.0,
Joanna Eggerton,2019-07-11,"Listening, Perfectionism","Immature, Introverted, Indifferent",True,True,True,Pass,Business,,,,,,3.0,3.0,2.0,3.0
Candi Camillo,2019-07-19,"Perfectionism, Collaboration, Ambitious","Sensitive, Distracted",False,True,True,Fail,Engineering,,,,2.0,,,,,
Augustin Tabrett,2019-07-05,Competitive,Indecisive,True,True,False,Fail,Engineering,,,,,,3.0,,2.0,
Ervin Acosta,2019-07-26,"Empathy, Composure","Anxious, Stubborn",True,False,False,Fail,Data,,,,,,1.0,,,1.0
Nanni Caldera,2019-07-05,"Consistent, Charisma, Composure","Immature, Impatient",True,False,False,Fail,Data,,,,4.0,,,,3.0,5.0
Joachim Guslon,2019-07-05,"Critical Thinking, Patient, Collaboration",Procrastination,True,True,True,Pass,Data,,,7.0,,,,,3.0,5.0
Dean Duchant,2019-07-27,Independent,"Anxious, Chaotic, Passive",False,True,True,Fail,Business,2.0,1.0,,,,,,,2.0
Hartwell Jewess,2019-07-04,"Empathy, Composure",Conventional,True,True,True,Pass,Data,5.0,3.0,6.0,,,,2.0,,
Allx Macdearmaid,2019-07-25,"Determined, Charisma",Chatty,True,True,True,Pass,Data,,,,,6.0,1.0,,,
Derrek Scarce,2019-07-27,"Creative, Innovative, Charisma","Chaotic, Immature",True,True,True,Pass,Business,,,,,5.0,,4.0,,
Aguie Prati,2019-07-26,Charisma,Controlling,True,False,True,Fail,Engineering,2.0,,2.0,,,,4.0,3.0,
Shayne De Domenico,2019-07-11,Creative,"Slow, Procrastination, Overbearing",False,True,True,Fail,Engineering,,,8.0,,3.0,,,,
Brandise Moston,2019-07-18,Competitive,Intolerant,True,True,True,Pass,Business,,,,,8.0,4.0,,,
Petronilla Ziemens,2019-07-11,"Listening, Ambitious, Efficient","Controlling, Indecisive, Chaotic",True,True,True,Pass,Engineering,,2.0,2.0,,5.0,,,,4.0
Jarrod Driffe,2019-07-25,Courteous,"Procrastination, Distracted",True,False,True,Fail,Data,,,3.0,2.0,,5.0,,,5.0
Celestina Aysik,2019-07-04,"Listening, Independent","Indifferent, Immature",True,True,True,Pass,Engineering,5.0,2.0,,1.0,,4.0,,,1.0
Nikolaus Gullefant,2019-07-11,Competitive,Sensitive,True,True,True,Pass,Business,2.0,4.0,,1.0,7.0,,,1.0,
Palmer Snaddin,2019-07-13,Curious,"Selfish, Slow, Critical",True,True,True,Pass,Data,,,1.0,,3.0,3.0,,,
Daniele Iskowicz,2019-07-18,Creative,"Distracted, Controlling, Conventional",True,True,True,Pass,Engineering,,3.0,,6.0,,3.0,5.0,,
Brandy Iannazzi,2019-07-04,"Perfectionism, Rational, Reliable",Selfish,True,True,True,Pass,Data,,,,,3.0,,,,3.0
Jerome Kasting,2019-07-19,"Reliable, Problem Solving, Empathy","Impatient, Conventional, Procrastination",True,True,True,Pass,Data,,5.0,,,,,,,
Auberon Werny,2019-07-11,"Listening, Competitive","Selfish, Impatient",True,True,True,Pass,Business,,,,2.0,,,6.0,,2.0
Eimile Sanper,2019-07-27,Competitive,"Introverted, Impatient",True,True,False,Fail,Data,,2.0,,2.0,,3.0,,,
Wallas Hacket,2019-07-06,Problem Solving,"Competitive, Impulsive, Conventional",True,False,True,Fail,Data,,,,,,2.0,,,
Devlen Froome,2019-07-19,"Reliable, Critical Thinking, Organisation",Anxious,True,True,False,Fail,Business,1.0,,4.0,,4.0,,,6.0,2.0
Amalia Orris,2019-07-06,Determined,"Passive, Indifferent",True,True,True,Pass,Business,,2.0,5.0,,,,,,
Kendra Twort,2019-07-26,"Altruism, Independent, Ambitious","Perfectionist, Selfish",True,True,True,Pass,Engineering,,,,,,4.0,,,
Wilden Claisse,2019-07-18,"Passionate, Competitive, Ambitious","Chatty, Passive, Distracted",True,True,True,Pass,Engineering,3.0,,,3.0,,,2.0,,2.0
Dulsea Westfalen,2019-07-27,"Curious, Innovative","Controlling, Passive, Critical",False,True,True,Fail,Data,,5.0,,,,,4.0,,
Kendell Ruppele,2019-07-06,"Listening, Innovative, Composure","Chaotic, Introverted",True,False,True,Fail,Engineering,,,3.0,6.0,,,,,
Judd Abrahm,2019-07-25,"Competitive, Creative",Procrastination,True,True,True,Fail,Business,,1.0,,2.0,1.0,2.0,,,1.0
Letizia Persence,2019-07-20,"Efficient, Altruism","Anxious, Procrastination",True,True,False,Fail,Engineering,3.0,,,2.0,2.0,4.0,1.0,,2.0
Forster Clines,2019-07-11,"Empathy, Listening","Impatient, Chatty, Conventional",True,True,True,Pass,Data,,,4.0,,,,,4.0,
Carly Assandri,2019-07-27,"Critical Thinking, Consistent, Courteous","Passive, Critical, Anxious",True,True,True,Pass,Data,2.0,7.0,2.0,,5.0,,,2.0,
Tremain Barosch,2019-07-27,Organisation,"Competitive, Perfectionist, Critical",True,True,True,Pass,Business,,,3.0,1.0,,,,,
Kyla Jankovsky,2019-07-20,"Determined, Rational",Chatty,True,False,True,Fail,Engineering,,2.0,,3.0,,,,,
Dixie Macrae,2019-07-05,"Altruism, Critical Thinking",Competitive,False,True,True,Fail,Engineering,,2.0,,3.0,,,,,1.0
Lewiss Sabban,2019-07-05,"Efficient, Charisma",Introverted,True,True,True,Pass,Data,5.0,5.0,,,,,7.0,1.0,1.0
Kat Rigard,2019-07-25,"Competitive, Reliable, Listening","Distracted, Anxious, Conventional",False,False,True,Fail,Data,,,4.0,1.0,2.0,,,,
Belia Losseljong,2019-07-27,Organisation,Impatient,False,True,True,Fail,Business,8.0,,3.0,,,2.0,,3.0,
Peggy Hariot,2019-07-06,Passionate,"Competitive, Perfectionist, Impatient",True,True,False,Fail,Data,,,,,,5.0,,,
Selby Floyd,2019-07-04,"Rational, Independent",Undisciplined,True,True,True,Pass,Data,,4.0,2.0,1.0,4.0,,,1.0,
Prentice Van Der Hoeven,2019-07-11,Critical Thinking,"Chaotic, Conventional, Selfish",True,True,True,Pass,Business,,,,,1.0,,,,
Amos Debill,2019-07-25,"Consistent, Ambitious, Critical Thinking","Intolerant, Distracted, Perfectionist",True,True,True,Pass,Data,,,3.0,,,2.0,5.0,3.0,
Samson Mosen,2019-07-26,"Organisation, Perfectionism",Indifferent,True,True,True,Pass,Business,,,4.0,,,,,,
Quint Pontain,2019-07-06,"Empathy, Rational, Listening","Indecisive, Undisciplined, Impatient",True,True,True,Pass,Business,,,,,5.0,,,,
Tana Cullinane,2019-07-12,"Ambitious, Organisation","Slow, Competitive",True,True,True,Pass,Business,,,,1.0,2.0,,1.0,,3.0
Costanza Pyke,2019-07-25,"Passionate, Efficient, Independent",Anxious,True,True,True,Pass,Engineering,,4.0,2.0,3.0,2.0,,2.0,,1.0
Kenton Kilgrove,2019-07-04,"Collaboration, Competitive","Selfish, Impulsive, Competitive",True,True,True,Pass,Data,2.0,,3.0,,,,,,
Darda Di Giacomo,2019-07-06,"Passionate, Creative, Empathy","Undisciplined, Slow, Overbearing",True,True,False,Fail,Engineering,4.0,2.0,2.0,3.0,,,2.0,,
Othilia Hucker,2019-07-25,Determined,"Perfectionist, Chaotic",True,True,True,Pass,Engineering,1.0,1.0,,,,2.0,,7.0,1.0
Lavinie Marshman,2019-07-18,Composure,"Distracted, Anxious",True,True,True,Pass,Business,,,1.0,,,7.0,3.0,,
Silvain Kuhwald,2019-07-25,"Organisation, Reliable","Introverted, Anxious",True,True,True,Pass,Data,2.0,6.0,,,,,3.0,,
Audra Boodell,2019-07-20,Innovative,"Sensitive, Immature, Impatient",True,True,True,Pass,Engineering,,,2.0,,3.0,,,3.0,
Wilt Gotliffe,2019-07-06,"Rational, Reliable","Immature, Introverted",True,True,True,Pass,Business,4.0,1.0,,,1.0,2.0,3.0,,
Rosene Yearnsley,2019-07-27,Independent,"Impatient, Passive",True,False,True,Fail,Business,,3.0,,,2.0,1.0,2.0,2.0,
Larry Claridge,2019-07-18,"Charisma, Curious",Anxious,True,True,True,Pass,Engineering,,,,2.0,,,,,
Hattie Dullard,2019-07-05,"Curious, Consistent","Distracted, Overbearing",True,True,True,Pass,Engineering,,6.0,,6.0,,2.0,5.0,,
Dacy Pococke,2019-07-13,"Independent, Passionate, Courteous","Passive, Critical, Selfish",True,True,False,Fail,Engineering,,,,,,,1.0,,
Kingsly Lowdwell,2019-07-20,"Problem Solving, Composure",Chatty,True,False,True,Fail,Data,1.0,,,2.0,,,,4.0,3.0
Cleon Kemson,2019-07-20,"Problem Solving, Curious, Independent",Overbearing,True,True,True,Pass,Engineering,,2.0,,3.0,4.0,3.0,,,3.0
Seymour Rodda,2019-07-06,"Passionate, Courteous","Introverted, Conventional",True,True,False,Fail,Engineering,2.0,,,,,3.0,,6.0,
Linc Hallex,2019-07-20,"Curious, Collaboration","Selfish, Immature",True,True,True,Pass,Engineering,,,,3.0,2.0,4.0,,,
Tobe Markovic,2019-12-05,"Collaboration, Competitive","Anxious, Critical",False,True,True,Fail,Data,6.0,,,,,,,3.0,3.0
Candy Berends,2019-12-10,"Passionate, Listening","Impulsive, Procrastination, Indifferent",True,True,True,Pass,Business,,,,,,,,2.0,3.0
Charmian Martinuzzi,2019-12-17,"Consistent, Independent, Perfectionism","Critical, Conventional, Distracted",False,True,True,Fail,Data,,,,,2.0,,5.0,,1.0
Mirabelle Shakeshaft,2019-12-18,"Empathy, Versatile, Consistent","Critical, Immature",True,True,True,Pass,Engineering,4.0,,2.0,6.0,3.0,,,2.0,
Benita Downgate,2019-12-05,"Collaboration, Creative","Stubborn, Competitive",True,True,True,Pass,Engineering,,,,,2.0,,5.0,,
Adolpho Litterick,2019-12-10,"Consistent, Altruism","Indecisive, Indifferent, Sensitive",True,True,False,Fail,Engineering,,,,,,,,,
Rockey Courtes,2019-12-10,"Organisation, Passionate, Curious","Selfish, Overbearing, Procrastination",True,False,False,Fail,Business,,,5.0,8.0,2.0,,4.0,,
Berry Gammel,2019-12-11,Determined,Conventional,True,False,True,Fail,Business,3.0,3.0,,,5.0,1.0,2.0,2.0,1.0
Moritz Mosedall,2019-12-11,"Reliable, Rational","Competitive, Indifferent",True,True,True,Pass,Engineering,,,,5.0,,,2.0,2.0,
Trefor Kalinowsky,2019-12-04,"Organisation, Perfectionism","Chaotic, Indifferent",True,True,True,Pass,Data,3.0,,,,,,3.0,,
Gertruda Syddie,2019-12-12,"Patient, Perfectionism, Empathy","Procrastination, Introverted, Perfectionist",True,True,True,Pass,Engineering,8.0,6.0,,,,,,,
Hersch Holburn,2019-12-18,"Collaboration, Problem Solving",Anxious,True,True,True,Pass,Business,4.0,,,,,4.0,1.0,5.0,
Alayne Farrans,2019-12-19,"Determined, Problem Solving, Ambitious",Intolerant,True,True,True,Pass,Data,4.0,,,,,,,5.0,
Adina Seton,2019-12-18,Composure,"Undisciplined, Perfectionist",True,True,True,Fail,Engineering,4.0,,,,,,,,
Leighton Iddy,2019-12-04,"Determined, Charisma","Slow, Conventional",False,True,True,Fail,Engineering,1.0,,,5.0,,,,,
Nerti Welfair,2019-12-11,"Listening, Curious, Critical Thinking",Impatient,False,True,True,Fail,Business,1.0,,,,1.0,3.0,,,
Olly Lannen,2019-12-19,Determined,"Competitive, Intolerant, Indecisive",True,True,True,Pass,Business,,1.0,3.0,3.0,1.0,3.0,4.0,3.0,
Ringo Goosey,2019-12-03,"Passionate, Altruism, Creative","Impulsive, Passive",True,False,True,Fail,Data,4.0,4.0,,,1.0,,,,1.0
Sandro Pratchett,2019-12-11,"Curious, Reliable","Sensitive, Impatient",True,True,True,Pass,Business,,4.0,,,,,,,
Reba Cosser,2019-12-19,"Organisation, Critical Thinking, Curious",Chaotic,True,True,True,Pass,Business,1.0,3.0,,1.0,5.0,,,11.0,
Olia Lincoln,2019-12-11,"Passionate, Courteous, Critical Thinking","Controlling, Introverted, Competitive",True,True,True,Pass,Engineering,2.0,,,4.0,2.0,,,,
Nady Smallpiece,2019-12-18,Independent,"Anxious, Intolerant",True,True,False,Fail,Engineering,3.0,,3.0,,4.0,,,7.0,
Ali Bonds,2019-12-03,Composure,Introverted,True,True,False,Fail,Business,,,,,,3.0,1.0,2.0,
Dniren Barlas,2019-12-12,Collaboration,"Overbearing, Procrastination",True,True,True,Pass,Data,4.0,,,,2.0,1.0,3.0,1.0,
Leif Forsyth,2019-12-19,Courteous,"Distracted, Selfish, Overbearing",True,True,True,Pass,Business,2.0,,,2.0,1.0,,2.0,,2.0
Salmon Glenfield,2019-12-10,Composure,Chatty,True,True,False,Fail,Business,4.0,,1.0,,1.0,,1.0,,5.0
Jacquetta Pill,2019-12-05,"Passionate, Courteous","Undisciplined, Anxious",False,True,True,Fail,Data,3.0,,,,1.0,,4.0,,
Caril Bayly,2019-12-11,"Collaboration, Determined, Efficient","Chaotic, Impulsive",True,True,True,Pass,Business,2.0,2.0,,,,,,2.0,
Jordain Rochester,2019-12-04,Independent,"Indifferent, Selfish, Impatient",True,True,False,Fail,Data,,1.0,,2.0,,,3.0,,
Clementia Beasleigh,2019-12-04,Reliable,Conventional,True,True,True,Pass,Business,5.0,3.0,,1.0,,,,,
Vidovic Niblett,2019-12-19,"Listening, Patient, Collaboration","Impatient, Indecisive, Overbearing",True,False,False,Fail,Engineering,,,3.0,5.0,,,3.0,5.0,2.0
Christian Tunny,2019-12-04,"Composure, Efficient",Undisciplined,True,True,True,Pass,Engineering,1.0,,4.0,,,1.0,,,1.0
Eba Tarbath,2019-12-17,Patient,"Chaotic, Procrastination",True,False,True,Fail,Data,,,4.0,,,,5.0,,
Barton Moar,2019-12-03,Listening,"Critical, Sensitive",True,True,True,Pass,Business,,,,1.0,6.0,,,,
Jo Ann Beeke,2019-12-12,"Independent, Perfectionism",Intolerant,False,True,False,Fail,Business,,,2.0,,,5.0,,,
Terencio Mulles,2019-12-05,Determined,"Intolerant, Controlling, Overbearing",True,True,True,Pass,Data,,,,,4.0,,,5.0,
Mart Haggerstone,2019-12-12,"Organisation, Creative, Ambitious","Sensitive, Introverted",True,True,True,Pass,Data,,,,,1.0,,2.0,3.0,
Norean Caston,2019-12-18,"Organisation, Creative, Consistent",Introverted,True,True,True,Pass,Business,,,,,3.0,3.0,,,
Tiphanie Selway,2019-12-18,Altruism,Immature,False,True,True,Fail,Business,,,,,,,,,
Deeyn Klimkin,2019-12-05,Problem Solving,Chatty,True,False,True,Fail,Business,,,,,,,,,
Charlotte Laxe,2019-12-11,"Reliable, Creative",Competitive,True,True,True,Pass,Engineering,,,,4.0,,,,,
Trenna Mccurt,2019-12-04,"Determined, Charisma","Intolerant, Introverted",True,False,False,Fail,Engineering,,,1.0,,1.0,,4.0,,1.0
Cori Docwra,2019-12-11,"Independent, Organisation, Ambitious","Competitive, Introverted",False,True,True,Fail,Business,,4.0,,,1.0,2.0,,,3.0
Bessy Turpie,2019-12-11,"Collaboration, Empathy",Distracted,True,False,True,Fail,Data,5.0,,,4.0,,,1.0,,
Whit Brisse,2019-12-19,"Ambitious, Composure","Slow, Indifferent",True,True,True,Pass,Business,2.0,,,1.0,,3.0,,,
Bernhard Birchall,2019-12-04,Independent,Controlling,True,True,True,Pass,Data,3.0,1.0,,,,,,,
Jena Livings,2019-12-10,Altruism,"Critical, Conventional, Passive",True,True,False,Fail,Business,,2.0,4.0,3.0,,,,1.0,2.0
Kaitlyn Chagg,2019-12-10,"Rational, Altruism","Distracted, Perfectionist",True,True,True,Pass,Data,2.0,4.0,3.0,2.0,3.0,,,,3.0
Beilul Crannach,2019-12-03,"Courteous, Independent, Critical Thinking","Stubborn, Impatient, Anxious",True,True,True,Pass,Engineering,1.0,,,5.0,2.0,1.0,7.0,,
El Shepstone,2019-12-11,Empathy,"Chatty, Chaotic, Perfectionist",True,True,True,Pass,Data,2.0,5.0,,,7.0,,,1.0,
Patrice Milhench,2019-12-12,"Independent, Listening, Passionate",Sensitive,True,True,True,Pass,Business,,2.0,2.0,2.0,4.0,,,,
Trudey Brockman,2019-12-19,"Composure, Patient","Passive, Selfish",True,True,True,Fail,Data,1.0,,,,6.0,,2.0,,
Nahum Riddock,2019-12-11,"Efficient, Passionate, Critical Thinking","Slow, Introverted, Selfish",True,True,True,Pass,Business,,,,,,2.0,,2.0,
Felicle Kops,2019-12-04,"Critical Thinking, Composure, Perfectionism","Immature, Stubborn",True,True,True,Pass,Business,,4.0,2.0,8.0,,,,2.0,5.0
Berni Torra,2019-12-11,"Versatile, Ambitious",Intolerant,True,True,True,Pass,Data,3.0,3.0,,3.0,3.0,,,,
Steffane Laity,2019-12-10,"Independent, Ambitious, Charisma","Introverted, Indifferent",True,True,True,Pass,Data,2.0,,,,1.0,1.0,,,
Nobe Guerrazzi,2019-12-17,"Competitive, Independent, Critical Thinking","Slow, Stubborn",True,True,True,Pass,Business,7.0,,,4.0,1.0,,5.0,,
Solly Reek,2019-12-12,"Empathy, Courteous, Innovative","Critical, Indecisive, Slow",True,True,False,Fail,Engineering,2.0,,,,,,2.0,,
Harrie Chatin,2019-12-10,"Problem Solving, Versatile, Consistent","Immature, Impulsive, Distracted",True,True,True,Pass,Business,,,,2.0,,,4.0,,
Horten Koomar,2019-12-11,Innovative,"Chaotic, Introverted, Conventional",True,True,True,Pass,Engineering,,2.0,,,4.0,6.0,,6.0,
Brandon Lotherington,2019-12-03,"Rational, Patient, Altruism",Introverted,True,True,True,Pass,Data,3.0,,2.0,2.0,,2.0,,,
Allie Sheber,2019-12-05,"Courteous, Reliable",Chaotic,True,True,True,Pass,Business,2.0,3.0,4.0,,5.0,,,3.0,
Gunilla Lucken,2019-12-19,"Organisation, Consistent","Intolerant, Impatient",True,False,True,Fail,Data,7.0,2.0,,2.0,,,,,
Yorgos O'Rourke,2019-12-19,"Rational, Independent","Competitive, Anxious, Sensitive",True,True,True,Pass,Data,,,1.0,4.0,,1.0,,,
Finn Maasze,2019-12-03,"Creative, Rational, Problem Solving",Impatient,True,True,True,Pass,Data,2.0,2.0,,,,,3.0,,
Bambi Earthfield,2019-12-10,"Listening, Curious, Courteous","Stubborn, Undisciplined, Anxious",True,True,True,Pass,Business,,,,,,,,,1.0
Fair Ivashintsov,2019-12-19,"Organisation, Ambitious, Rational",Distracted,True,True,True,Pass,Data,,,2.0,,3.0,,,,
Alexine Mcglue,2019-12-03,Consistent,"Critical, Intolerant, Immature",True,True,True,Pass,Data,4.0,,,,,1.0,,2.0,3.0
Lethia Crow,2019-12-19,Altruism,Procrastination,True,True,True,Pass,Business,,1.0,5.0,4.0,3.0,,3.0,,
Candy Vann,2019-12-18,"Perfectionism, Organisation","Anxious, Critical",True,True,True,Fail,Data,,,,,,3.0,,2.0,
Fawne Keen,2019-12-12,"Consistent, Collaboration",Undisciplined,True,True,True,Pass,Engineering,,,1.0,,,,,3.0,
Kenton Elvish,2019-12-05,"Passionate, Independent",Selfish,True,True,True,Pass,Data,3.0,,,6.0,4.0,2.0,,,
Eyde Boughton,2019-12-19,"Collaboration, Passionate, Versatile","Overbearing, Conventional",True,True,True,Fail,Engineering,,,1.0,,1.0,,,,
