,name,date,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,tech_self_score_CSharp,tech_self_score_Java,tech_self_score_R,tech_self_score_JavaScript,tech_self_score_Python,tech_self_score_C++,tech_self_score_Ruby,tech_self_score_SPSS,tech_self_score_PHP
765,Jon Raikes,2019-07-04,Altruism,Selfish,True,True,True,Pass,Engineering,,,2.0,2.0,1.0,3.0,2.0,3.0,
766,Myrvyn Sutherns,2019-07-06,Collaboration,"Chaotic, Critical",True,True,True,Fail,Business,,3.0,,,1.0,6.0,4.0,,
767,Adler Wingatt,2019-07-18,"Courteous, Problem Solving",Indifferent,True,True,True,Pass,Business,,,4.0,2.0,,,2.0,,
768,Dermot Gunthorp,2019-07-20,"Collaboration, Composure","Anxious, Controlling",False,True,True,Fail,Business,,,,,,,,,
769,Gavan Soltan,2019-07-05,"Efficient, Empathy, Curious",Controlling,True,True,False,Fail,Engineering,,,4.0,,3.0,,,1.0,
770,Jamima Sturgess,2019-07-26,Consistent,"Undisciplined, Impatient, Conventional",True,True,True,Fail,Business,,,,3.0,,5.0,,,
771,Athene Bozworth,2019-07-06,"Curious, Versatile","Selfish, Impatient, Chaotic",True,True,True,Pass,Business,,,,,3.0,,,,
772,Opaline Gammon,2019-07-12,"Patient, Courteous",Chatty,True,True,True,Pass,Data,4.0,,4.0,,1.0,2.0,5.0,,
773,Cari Bradlaugh,2019-07-27,"Altruism, Efficient, Courteous",Anxious,True,True,True,Pass,Business,,,2.0,3.0,5.0,1.0,5.0,,
774,Daren Houson,2019-07-13,Reliable,"Indifferent, Competitive",True,True,False,Fail,Business,,2.0,1.0,,5.0,,,,
775,Melony Tristram,2019-07-19,Charisma,Controlling,True,True,False,Fail,Engineering,,,,5.0,,,2.0,3.0,
776,Ashbey Seakes,2019-07-18,Innovative,Undisciplined,True,True,False,Fail,Business,,,1.0,,,4.0,2.0,,1.0
777,Philly Jerrim,2019-07-25,Charisma,"Controlling, Conventional, Perfectionist",True,True,True,Pass,Business,4.0,,,,,,2.0,,3.0
778,Sandi Gurton,2019-07-25,Versatile,Overbearing,True,True,True,Pass,Data,,1.0,,,,,2.0,,
779,Hilliard Brockett,2019-07-05,Courteous,Chaotic,True,True,True,Pass,Data,,1.0,4.0,,,,3.0,4.0,
780,Berkie Brusby,2019-07-06,Charisma,"Selfish, Indecisive, Intolerant",True,True,True,Pass,Business,,,,,,2.0,3.0,,
781,Bidget Macarthur,2019-07-12,"Organisation, Charisma",Sensitive,True,True,True,Pass,Business,2.0,,,3.0,,,,3.0,1.0
782,Julie Condliffe,2019-07-04,"Organisation, Efficient, Critical Thinking",Controlling,True,True,True,Pass,Data,,,,,,,,,
783,Andris Bradley,2019-07-12,"Rational, Problem Solving, Critical Thinking","Anxious, Competitive",True,True,True,Pass,Engineering,1.0,,,,2.0,2.0,,,4.0
784,Al Hugonet,2019-07-04,"Innovative, Creative, Passionate","Impulsive, Introverted",True,True,True,Pass,Engineering,,4.0,1.0,5.0,7.0,,2.0,,
785,Maryanna Seeney,2019-07-11,"Organisation, Charisma",Slow,True,True,True,Fail,Data,2.0,6.0,,,,,1.0,,
786,Cassaundra Yuill,2019-07-19,Patient,"Critical, Overbearing",True,True,True,Fail,Business,,,,,3.0,,3.0,,
787,Baily Camidge,2019-07-20,"Determined, Perfectionism","Distracted, Critical, Indecisive",True,True,True,Pass,Engineering,2.0,,,,,,,1.0,
788,Padgett Crennan,2019-07-12,"Courteous, Ambitious","Undisciplined, Chatty",True,False,False,Fail,Data,,,,6.0,,,,2.0,4.0
789,Gabrila Chasier,2019-07-20,Listening,"Distracted, Intolerant, Undisciplined",True,True,True,Pass,Business,7.0,2.0,1.0,3.0,4.0,1.0,,8.0,
790,Kimmi Edgecumbe,2019-07-12,"Organisation, Collaboration","Indifferent, Competitive, Sensitive",True,True,True,Pass,Business,3.0,,3.0,,,4.0,,,3.0
791,Levy Standage,2019-07-25,Reliable,"Controlling, Chaotic",True,True,True,Pass,Data,2.0,7.0,,,5.0,,,,
792,Muffin Jandel,2019-07-20,"Independent, Creative, Composure",Impulsive,True,True,True,Pass,Data,,1.0,,,3.0,,,4.0,
793,Calida Behr,2019-07-18,"Innovative, Empathy","Immature, Chaotic, Slow",True,True,True,Pass,Engineering,6.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,
794,Jeannette Willans,2019-07-26,"Empathy, Critical Thinking","Distracted, Competitive",True,True,True,Pass,Engineering,,,,,,,2.0,,
795,Mora Joutapavicius,2019-07-18,Critical Thinking,"Passive, Competitive, Overbearing",True,False,True,Fail,Business,,5.0,1.0,,,,,,1.0
796,Tadeas Bidmead,2019-07-18,"Composure, Charisma","Chaotic, Procrastination, Critical",True,True,True,Pass,Data,,,,1.0,1.0,1.0,,,
797,Matthiew Tumbridge,2019-07-04,Courteous,"Procrastination, Overbearing",True,True,True,Pass,Data,2.0,,3.0,,6.0,3.0,,3.0,
798,Orton Borer,2019-07-12,"Perfectionism, Empathy",Immature,True,True,False,Fail,Data,1.0,,,,,,,,
799,Tirrell Tabart,2019-07-26,"Critical Thinking, Courteous, Empathy",Selfish,True,True,True,Pass,Data,5.0,,,2.0,,,2.0,,
800,Leeanne Allsepp,2019-07-06,"Versatile, Passionate","Undisciplined, Chatty",True,True,True,Pass,Data,3.0,,3.0,5.0,,1.0,,2.0,
801,Evangelin Gorges,2019-07-11,Independent,Impulsive,True,True,False,Fail,Engineering,1.0,,,,1.0,4.0,3.0,,
802,Clywd Musgrove,2019-07-18,Determined,"Chatty, Sensitive, Stubborn",True,True,True,Pass,Data,2.0,,,1.0,,2.0,1.0,6.0,
803,Lanni Otton,2019-07-25,Altruism,"Anxious, Perfectionist, Indifferent",True,True,True,Pass,Data,4.0,,,,,,6.0,,
804,Yankee Reihm,2019-07-05,"Rational, Determined, Charisma","Indecisive, Intolerant, Controlling",True,True,True,Pass,Data,,6.0,,,,,,,1.0
805,Alikee Sawood,2019-07-12,"Versatile, Perfectionism, Critical Thinking","Chatty, Chaotic, Undisciplined",True,True,True,Pass,Business,,,,6.0,,,1.0,,
806,Roland Skeene,2019-07-26,Patient,"Chaotic, Controlling",True,True,True,Fail,Engineering,,,,,3.0,1.0,1.0,,1.0
807,Chrissy Sate,2019-07-20,Altruism,"Perfectionist, Procrastination",True,True,True,Pass,Business,,,,,,,,,
808,Eric Spritt,2019-07-20,"Curious, Consistent","Overbearing, Selfish",True,True,True,Pass,Business,,,,,,,2.0,5.0,2.0
809,Farica Harding,2019-07-19,"Perfectionism, Composure, Passionate","Sensitive, Introverted",True,True,True,Pass,Data,2.0,3.0,4.0,4.0,,,,5.0,
810,Kore Amburgy,2019-07-06,"Curious, Creative, Critical Thinking","Conventional, Introverted, Chaotic",True,True,True,Pass,Engineering,,,3.0,,,,,6.0,2.0
811,Juli Ruler,2019-07-12,"Listening, Independent",Passive,True,True,True,Pass,Business,,,,,,4.0,,,
812,Gery Beckenham,2019-07-06,"Patient, Collaboration","Procrastination, Sensitive",True,True,True,Pass,Engineering,,2.0,,3.0,2.0,5.0,2.0,6.0,
813,Jacquelynn Banasiak,2019-07-12,"Critical Thinking, Ambitious",Critical,True,False,False,Fail,Business,,,,,2.0,,1.0,3.0,
814,Krystalle Deeney,2019-07-20,Ambitious,"Sensitive, Distracted",True,False,True,Fail,Engineering,,,,3.0,1.0,,,,
815,Gerianne Christoforou,2019-07-13,"Critical Thinking, Passionate","Perfectionist, Competitive",True,True,True,Pass,Engineering,,3.0,6.0,,,2.0,5.0,,
816,Louella Cuppitt,2019-07-05,"Versatile, Charisma, Collaboration",Perfectionist,True,True,True,Pass,Business,,,,,,,,,2.0
817,Clarke Whitelock,2019-07-06,"Consistent, Creative, Passionate","Passive, Chatty, Immature",False,False,True,Fail,Data,,,,,6.0,4.0,,,
818,Farrel Bertl,2019-07-04,"Listening, Critical Thinking, Consistent",Impatient,False,True,True,Fail,Data,4.0,,6.0,,4.0,,,1.0,2.0
819,Chadd Ellen,2019-07-05,Critical Thinking,Chatty,True,True,True,Pass,Data,2.0,,,3.0,,,4.0,,1.0
820,Sean Dillaway,2019-07-11,Curious,"Indecisive, Distracted",True,True,False,Fail,Data,2.0,2.0,7.0,,1.0,,,,
821,Adah Fost,2019-07-13,"Courteous, Determined","Critical, Conventional",True,True,True,Pass,Data,,,2.0,,,,4.0,,
822,Abram Sueter,2019-07-26,Independent,"Immature, Passive, Procrastination",True,False,True,Fail,Data,4.0,1.0,,,2.0,3.0,,1.0,2.0
823,Darn Kirkby,2019-07-18,"Competitive, Patient, Problem Solving",Stubborn,True,True,True,Pass,Engineering,3.0,,,,,,4.0,4.0,
824,Jessamyn Reightley,2019-07-19,Reliable,Impulsive,True,False,True,Fail,Data,3.0,,,,,,,,
825,Rockwell Gutteridge,2019-07-27,Courteous,Intolerant,True,True,True,Pass,Engineering,,1.0,,,3.0,,4.0,,
826,Serge Muehle,2019-07-19,Reliable,"Chaotic, Introverted, Chatty",True,True,True,Pass,Data,5.0,,,1.0,3.0,,,,
827,Sydney Burchmore,2019-07-19,"Perfectionism, Passionate","Stubborn, Overbearing, Chatty",True,True,True,Pass,Data,,3.0,,4.0,6.0,,,,1.0
828,Gisela Schachter,2019-07-11,"Charisma, Reliable, Organisation","Slow, Impatient",True,True,True,Pass,Engineering,,,,,,,,,3.0
829,Abram Goldster,2019-07-04,"Patient, Collaboration","Impatient, Impulsive",True,True,True,Pass,Data,,,4.0,,,1.0,,,
830,Yvor Shepstone,2019-07-18,Consistent,"Indecisive, Selfish",True,True,True,Fail,Data,6.0,,,3.0,,2.0,,,4.0
831,Cosimo Labram,2019-07-12,Efficient,"Passive, Impulsive, Perfectionist",True,True,True,Pass,Engineering,3.0,,2.0,,,,,,1.0
832,Maible Antic,2019-07-18,"Versatile, Composure, Efficient","Perfectionist, Distracted",True,True,True,Pass,Data,,,,6.0,6.0,3.0,,3.0,4.0
833,Carlo Beekman,2019-07-18,"Independent, Determined, Listening","Stubborn, Intolerant, Chaotic",True,True,True,Fail,Data,8.0,,,,,4.0,7.0,,
834,Cordie Bolduc,2019-07-26,Critical Thinking,"Undisciplined, Competitive, Introverted",True,True,True,Pass,Engineering,,2.0,,2.0,4.0,,,1.0,
835,Bourke Belsey,2019-07-19,"Versatile, Altruism, Critical Thinking","Chatty, Sensitive",False,True,True,Fail,Data,,,3.0,6.0,,,6.0,4.0,1.0
836,Phedra Berriball,2019-07-11,"Empathy, Determined, Courteous","Competitive, Conventional",True,True,False,Fail,Data,5.0,4.0,3.0,,3.0,,3.0,,
837,Silvester Ondra,2019-07-12,"Critical Thinking, Collaboration","Overbearing, Distracted, Impatient",True,True,False,Fail,Business,,,,2.0,,,1.0,,5.0
838,Clyve Bradden,2019-07-05,"Competitive, Problem Solving","Slow, Indecisive, Selfish",True,True,False,Fail,Business,,,,,,,1.0,,
839,Winna Lemmertz,2019-07-12,"Determined, Passionate, Rational",Chaotic,True,True,True,Pass,Business,,,,,,3.0,2.0,2.0,
840,Fremont Vicary,2019-07-26,"Perfectionism, Versatile","Impatient, Selfish, Anxious",True,False,True,Fail,Engineering,,1.0,5.0,4.0,,,,,4.0
841,Byrom Sawday,2019-07-11,"Consistent, Creative","Stubborn, Impatient",True,True,True,Pass,Business,,,1.0,1.0,3.0,1.0,,,
842,Kat Sutherland,2019-07-18,"Competitive, Efficient","Distracted, Competitive, Intolerant",True,True,False,Fail,Data,,2.0,,,3.0,,,6.0,
843,Corby Torel,2019-07-20,Altruism,"Indecisive, Slow",True,True,False,Fail,Business,,,,6.0,,3.0,,,
844,Leland Wither,2019-07-18,"Composure, Passionate, Courteous","Intolerant, Indifferent",True,True,True,Pass,Engineering,,,,5.0,3.0,2.0,,4.0,
845,Clio Lafflina,2019-07-26,Perfectionism,"Competitive, Distracted, Critical",True,False,True,Fail,Business,,,,1.0,,,1.0,,
846,Farlee Petren,2019-07-20,"Independent, Perfectionism, Collaboration",Indifferent,True,True,True,Pass,Business,,,,,,,,,
847,Elisabeth Ebbutt,2019-07-04,Creative,Anxious,True,True,True,Pass,Data,2.0,1.0,,,2.0,2.0,,,
848,Benedikt Cohani,2019-07-06,"Critical Thinking, Courteous","Sensitive, Stubborn, Indecisive",True,True,True,Pass,Data,,,,5.0,,3.0,2.0,3.0,
849,Joanna Eggerton,2019-07-11,"Listening, Perfectionism","Immature, Introverted, Indifferent",True,True,True,Pass,Business,,,,,,3.0,3.0,2.0,3.0
850,Candi Camillo,2019-07-19,"Perfectionism, Collaboration, Ambitious","Sensitive, Distracted",False,True,True,Fail,Engineering,,,,2.0,,,,,
851,Augustin Tabrett,2019-07-05,Competitive,Indecisive,True,True,False,Fail,Engineering,,,,,,3.0,,2.0,
852,Ervin Acosta,2019-07-26,"Empathy, Composure","Anxious, Stubborn",True,False,False,Fail,Data,,,,,,1.0,,,1.0
853,Nanni Caldera,2019-07-05,"Consistent, Charisma, Composure","Immature, Impatient",True,False,False,Fail,Data,,,,4.0,,,,3.0,5.0
854,Joachim Guslon,2019-07-05,"Critical Thinking, Patient, Collaboration",Procrastination,True,True,True,Pass,Data,,,7.0,,,,,3.0,5.0
855,Dean Duchant,2019-07-27,Independent,"Anxious, Chaotic, Passive",False,True,True,Fail,Business,2.0,1.0,,,,,,,2.0
856,Hartwell Jewess,2019-07-04,"Empathy, Composure",Conventional,True,True,True,Pass,Data,5.0,3.0,6.0,,,,2.0,,
857,Allx Macdearmaid,2019-07-25,"Determined, Charisma",Chatty,True,True,True,Pass,Data,,,,,6.0,1.0,,,
858,Derrek Scarce,2019-07-27,"Creative, Innovative, Charisma","Chaotic, Immature",True,True,True,Pass,Business,,,,,5.0,,4.0,,
859,Aguie Prati,2019-07-26,Charisma,Controlling,True,False,True,Fail,Engineering,2.0,,2.0,,,,4.0,3.0,
860,Shayne De Domenico,2019-07-11,Creative,"Slow, Procrastination, Overbearing",False,True,True,Fail,Engineering,,,8.0,,3.0,,,,
861,Brandise Moston,2019-07-18,Competitive,Intolerant,True,True,True,Pass,Business,,,,,8.0,4.0,,,
862,Petronilla Ziemens,2019-07-11,"Listening, Ambitious, Efficient","Controlling, Indecisive, Chaotic",True,True,True,Pass,Engineering,,2.0,2.0,,5.0,,,,4.0
863,Jarrod Driffe,2019-07-25,Courteous,"Procrastination, Distracted",True,False,True,Fail,Data,,,3.0,2.0,,5.0,,,5.0
864,Celestina Aysik,2019-07-04,"Listening, Independent","Indifferent, Immature",True,True,True,Pass,Engineering,5.0,2.0,,1.0,,4.0,,,1.0
865,Nikolaus Gullefant,2019-07-11,Competitive,Sensitive,True,True,True,Pass,Business,2.0,4.0,,1.0,7.0,,,1.0,
866,Palmer Snaddin,2019-07-13,Curious,"Selfish, Slow, Critical",True,True,True,Pass,Data,,,1.0,,3.0,3.0,,,
867,Daniele Iskowicz,2019-07-18,Creative,"Distracted, Controlling, Conventional",True,True,True,Pass,Engineering,,3.0,,6.0,,3.0,5.0,,
868,Brandy Iannazzi,2019-07-04,"Perfectionism, Rational, Reliable",Selfish,True,True,True,Pass,Data,,,,,3.0,,,,3.0
869,Jerome Kasting,2019-07-19,"Reliable, Problem Solving, Empathy","Impatient, Conventional, Procrastination",True,True,True,Pass,Data,,5.0,,,,,,,
870,Auberon Werny,2019-07-11,"Listening, Competitive","Selfish, Impatient",True,True,True,Pass,Business,,,,2.0,,,6.0,,2.0
871,Eimile Sanper,2019-07-27,Competitive,"Introverted, Impatient",True,True,False,Fail,Data,,2.0,,2.0,,3.0,,,
872,Wallas Hacket,2019-07-06,Problem Solving,"Competitive, Impulsive, Conventional",True,False,True,Fail,Data,,,,,,2.0,,,
873,Devlen Froome,2019-07-19,"Reliable, Critical Thinking, Organisation",Anxious,True,True,False,Fail,Business,1.0,,4.0,,4.0,,,6.0,2.0
874,Amalia Orris,2019-07-06,Determined,"Passive, Indifferent",True,True,True,Pass,Business,,2.0,5.0,,,,,,
875,Kendra Twort,2019-07-26,"Altruism, Independent, Ambitious","Perfectionist, Selfish",True,True,True,Pass,Engineering,,,,,,4.0,,,
876,Wilden Claisse,2019-07-18,"Passionate, Competitive, Ambitious","Chatty, Passive, Distracted",True,True,True,Pass,Engineering,3.0,,,3.0,,,2.0,,2.0
877,Dulsea Westfalen,2019-07-27,"Curious, Innovative","Controlling, Passive, Critical",False,True,True,Fail,Data,,5.0,,,,,4.0,,
878,Kendell Ruppele,2019-07-06,"Listening, Innovative, Composure","Chaotic, Introverted",True,False,True,Fail,Engineering,,,3.0,6.0,,,,,
879,Judd Abrahm,2019-07-25,"Competitive, Creative",Procrastination,True,True,True,Fail,Business,,1.0,,2.0,1.0,2.0,,,1.0
880,Letizia Persence,2019-07-20,"Efficient, Altruism","Anxious, Procrastination",True,True,False,Fail,Engineering,3.0,,,2.0,2.0,4.0,1.0,,2.0
881,Forster Clines,2019-07-11,"Empathy, Listening","Impatient, Chatty, Conventional",True,True,True,Pass,Data,,,4.0,,,,,4.0,
882,Carly Assandri,2019-07-27,"Critical Thinking, Consistent, Courteous","Passive, Critical, Anxious",True,True,True,Pass,Data,2.0,7.0,2.0,,5.0,,,2.0,
883,Tremain Barosch,2019-07-27,Organisation,"Competitive, Perfectionist, Critical",True,True,True,Pass,Business,,,3.0,1.0,,,,,
884,Kyla Jankovsky,2019-07-20,"Determined, Rational",Chatty,True,False,True,Fail,Engineering,,2.0,,3.0,,,,,
885,Dixie Macrae,2019-07-05,"Altruism, Critical Thinking",Competitive,False,True,True,Fail,Engineering,,2.0,,3.0,,,,,1.0
886,Lewiss Sabban,2019-07-05,"Efficient, Charisma",Introverted,True,True,True,Pass,Data,5.0,5.0,,,,,7.0,1.0,1.0
887,Kat Rigard,2019-07-25,"Competitive, Reliable, Listening","Distracted, Anxious, Conventional",False,False,True,Fail,Data,,,4.0,1.0,2.0,,,,
888,Belia Losseljong,2019-07-27,Organisation,Impatient,False,True,True,Fail,Business,8.0,,3.0,,,2.0,,3.0,
889,Peggy Hariot,2019-07-06,Passionate,"Competitive, Perfectionist, Impatient",True,True,False,Fail,Data,,,,,,5.0,,,
890,Selby Floyd,2019-07-04,"Rational, Independent",Undisciplined,True,True,True,Pass,Data,,4.0,2.0,1.0,4.0,,,1.0,
891,Prentice Van Der Hoeven,2019-07-11,Critical Thinking,"Chaotic, Conventional, Selfish",True,True,True,Pass,Business,,,,,1.0,,,,
892,Amos Debill,2019-07-25,"Consistent, Ambitious, Critical Thinking","Intolerant, Distracted, Perfectionist",True,True,True,Pass,Data,,,3.0,,,2.0,5.0,3.0,
893,Samson Mosen,2019-07-26,"Organisation, Perfectionism",Indifferent,True,True,True,Pass,Business,,,4.0,,,,,,
894,Quint Pontain,2019-07-06,"Empathy, Rational, Listening","Indecisive, Undisciplined, Impatient",True,True,True,Pass,Business,,,,,5.0,,,,
895,Tana Cullinane,2019-07-12,"Ambitious, Organisation","Slow, Competitive",True,True,True,Pass,Business,,,,1.0,2.0,,1.0,,3.0
896,Costanza Pyke,2019-07-25,"Passionate, Efficient, Independent",Anxious,True,True,True,Pass,Engineering,,4.0,2.0,3.0,2.0,,2.0,,1.0
897,Kenton Kilgrove,2019-07-04,"Collaboration, Competitive","Selfish, Impulsive, Competitive",True,True,True,Pass,Data,2.0,,3.0,,,,,,
898,Darda Di Giacomo,2019-07-06,"Passionate, Creative, Empathy","Undisciplined, Slow, Overbearing",True,True,False,Fail,Engineering,4.0,2.0,2.0,3.0,,,2.0,,
899,Othilia Hucker,2019-07-25,Determined,"Perfectionist, Chaotic",True,True,True,Pass,Engineering,1.0,1.0,,,,2.0,,7.0,1.0
900,Lavinie Marshman,2019-07-18,Composure,"Distracted, Anxious",True,True,True,Pass,Business,,,1.0,,,7.0,3.0,,
901,Silvain Kuhwald,2019-07-25,"Organisation, Reliable","Introverted, Anxious",True,True,True,Pass,Data,2.0,6.0,,,,,3.0,,
902,Audra Boodell,2019-07-20,Innovative,"Sensitive, Immature, Impatient",True,True,True,Pass,Engineering,,,2.0,,3.0,,,3.0,
903,Wilt Gotliffe,2019-07-06,"Rational, Reliable","Immature, Introverted",True,True,True,Pass,Business,4.0,1.0,,,1.0,2.0,3.0,,
904,Rosene Yearnsley,2019-07-27,Independent,"Impatient, Passive",True,False,True,Fail,Business,,3.0,,,2.0,1.0,2.0,2.0,
905,Larry Claridge,2019-07-18,"Charisma, Curious",Anxious,True,True,True,Pass,Engineering,,,,2.0,,,,,
906,Hattie Dullard,2019-07-05,"Curious, Consistent","Distracted, Overbearing",True,True,True,Pass,Engineering,,6.0,,6.0,,2.0,5.0,,
907,Dacy Pococke,2019-07-13,"Independent, Passionate, Courteous","Passive, Critical, Selfish",True,True,False,Fail,Engineering,,,,,,,1.0,,
908,Kingsly Lowdwell,2019-07-20,"Problem Solving, Composure",Chatty,True,False,True,Fail,Data,1.0,,,2.0,,,,4.0,3.0
909,Cleon Kemson,2019-07-20,"Problem Solving, Curious, Independent",Overbearing,True,True,True,Pass,Engineering,,2.0,,3.0,4.0,3.0,,,3.0
910,Seymour Rodda,2019-07-06,"Passionate, Courteous","Introverted, Conventional",True,True,False,Fail,Engineering,2.0,,,,,3.0,,6.0,
911,Linc Hallex,2019-07-20,"Curious, Collaboration","Selfish, Immature",True,True,True,Pass,Engineering,,,,3.0,2.0,4.0,,,
912,Tobe Markovic,2019-12-05,"Collaboration, Competitive","Anxious, Critical",False,True,True,Fail,Data,6.0,,,,,,,3.0,3.0
913,Candy Berends,2019-12-10,"Passionate, Listening","Impulsive, Procrastination, Indifferent",True,True,True,Pass,Business,,,,,,,,2.0,3.0
914,Charmian Martinuzzi,2019-12-17,"Consistent, Independent, Perfectionism","Critical, Conventional, Distracted",False,True,True,Fail,Data,,,,,2.0,,5.0,,1.0
915,Mirabelle Shakeshaft,2019-12-18,"Empathy, Versatile, Consistent","Critical, Immature",True,True,True,Pass,Engineering,4.0,,2.0,6.0,3.0,,,2.0,
916,Benita Downgate,2019-12-05,"Collaboration, Creative","Stubborn, Competitive",True,True,True,Pass,Engineering,,,,,2.0,,5.0,,
917,Adolpho Litterick,2019-12-10,"Consistent, Altruism","Indecisive, Indifferent, Sensitive",True,True,False,Fail,Engineering,,,,,,,,,
918,Rockey Courtes,2019-12-10,"Organisation, Passionate, Curious","Selfish, Overbearing, Procrastination",True,False,False,Fail,Business,,,5.0,8.0,2.0,,4.0,,
919,Berry Gammel,2019-12-11,Determined,Conventional,True,False,True,Fail,Business,3.0,3.0,,,5.0,1.0,2.0,2.0,1.0
920,Moritz Mosedall,2019-12-11,"Reliable, Rational","Competitive, Indifferent",True,True,True,Pass,Engineering,,,,5.0,,,2.0,2.0,
921,Trefor Kalinowsky,2019-12-04,"Organisation, Perfectionism","Chaotic, Indifferent",True,True,True,Pass,Data,3.0,,,,,,3.0,,
922,Gertruda Syddie,2019-12-12,"Patient, Perfectionism, Empathy","Procrastination, Introverted, Perfectionist",True,True,True,Pass,Engineering,8.0,6.0,,,,,,,
923,Hersch Holburn,2019-12-18,"Collaboration, Problem Solving",Anxious,True,True,True,Pass,Business,4.0,,,,,4.0,1.0,5.0,
924,Alayne Farrans,2019-12-19,"Determined, Problem Solving, Ambitious",Intolerant,True,True,True,Pass,Data,4.0,,,,,,,5.0,
925,Adina Seton,2019-12-18,Composure,"Undisciplined, Perfectionist",True,True,True,Fail,Engineering,4.0,,,,,,,,
926,Leighton Iddy,2019-12-04,"Determined, Charisma","Slow, Conventional",False,True,True,Fail,Engineering,1.0,,,5.0,,,,,
927,Nerti Welfair,2019-12-11,"Listening, Curious, Critical Thinking",Impatient,False,True,True,Fail,Business,1.0,,,,1.0,3.0,,,
928,Olly Lannen,2019-12-19,Determined,"Competitive, Intolerant, Indecisive",True,True,True,Pass,Business,,1.0,3.0,3.0,1.0,3.0,4.0,3.0,
929,Ringo Goosey,2019-12-03,"Passionate, Altruism, Creative","Impulsive, Passive",True,False,True,Fail,Data,4.0,4.0,,,1.0,,,,1.0
930,Sandro Pratchett,2019-12-11,"Curious, Reliable","Sensitive, Impatient",True,True,True,Pass,Business,,4.0,,,,,,,
931,Reba Cosser,2019-12-19,"Organisation, Critical Thinking, Curious",Chaotic,True,True,True,Pass,Business,1.0,3.0,,1.0,5.0,,,11.0,
932,Olia Lincoln,2019-12-11,"Passionate, Courteous, Critical Thinking","Controlling, Introverted, Competitive",True,True,True,Pass,Engineering,2.0,,,4.0,2.0,,,,
933,Nady Smallpiece,2019-12-18,Independent,"Anxious, Intolerant",True,True,False,Fail,Engineering,3.0,,3.0,,4.0,,,7.0,
934,Ali Bonds,2019-12-03,Composure,Introverted,True,True,False,Fail,Business,,,,,,3.0,1.0,2.0,
935,Dniren Barlas,2019-12-12,Collaboration,"Overbearing, Procrastination",True,True,True,Pass,Data,4.0,,,,2.0,1.0,3.0,1.0,
936,Leif Forsyth,2019-12-19,Courteous,"Distracted, Selfish, Overbearing",True,True,True,Pass,Business,2.0,,,2.0,1.0,,2.0,,2.0
937,Salmon Glenfield,2019-12-10,Composure,Chatty,True,True,False,Fail,Business,4.0,,1.0,,1.0,,1.0,,5.0
938,Jacquetta Pill,2019-12-05,"Passionate, Courteous","Undisciplined, Anxious",False,True,True,Fail,Data,3.0,,,,1.0,,4.0,,
939,Caril Bayly,2019-12-11,"Collaboration, Determined, Efficient","Chaotic, Impulsive",True,True,True,Pass,Business,2.0,2.0,,,,,,2.0,
940,Jordain Rochester,2019-12-04,Independent,"Indifferent, Selfish, Impatient",True,True,False,Fail,Data,,1.0,,2.0,,,3.0,,
941,Clementia Beasleigh,2019-12-04,Reliable,Conventional,True,True,True,Pass,Business,5.0,3.0,,1.0,,,,,
942,Vidovic Niblett,2019-12-19,"Listening, Patient, Collaboration","Impatient, Indecisive, Overbearing",True,False,False,Fail,Engineering,,,3.0,5.0,,,3.0,5.0,2.0
943,Christian Tunny,2019-12-04,"Composure, Efficient",Undisciplined,True,True,True,Pass,Engineering,1.0,,4.0,,,1.0,,,1.0
944,Eba Tarbath,2019-12-17,Patient,"Chaotic, Procrastination",True,False,True,Fail,Data,,,4.0,,,,5.0,,
945,Barton Moar,2019-12-03,Listening,"Critical, Sensitive",True,True,True,Pass,Business,,,,1.0,6.0,,,,
946,Jo Ann Beeke,2019-12-12,"Independent, Perfectionism",Intolerant,False,True,False,Fail,Business,,,2.0,,,5.0,,,
947,Terencio Mulles,2019-12-05,Determined,"Intolerant, Controlling, Overbearing",True,True,True,Pass,Data,,,,,4.0,,,5.0,
948,Mart Haggerstone,2019-12-12,"Organisation, Creative, Ambitious","Sensitive, Introverted",True,True,True,Pass,Data,,,,,1.0,,2.0,3.0,
949,Norean Caston,2019-12-18,"Organisation, Creative, Consistent",Introverted,True,True,True,Pass,Business,,,,,3.0,3.0,,,
950,Tiphanie Selway,2019-12-18,Altruism,Immature,False,True,True,Fail,Business,,,,,,,,,
951,Deeyn Klimkin,2019-12-05,Problem Solving,Chatty,True,False,True,Fail,Business,,,,,,,,,
952,Charlotte Laxe,2019-12-11,"Reliable, Creative",Competitive,True,True,True,Pass,Engineering,,,,4.0,,,,,
953,Trenna Mccurt,2019-12-04,"Determined, Charisma","Intolerant, Introverted",True,False,False,Fail,Engineering,,,1.0,,1.0,,4.0,,1.0
954,Cori Docwra,2019-12-11,"Independent, Organisation, Ambitious","Competitive, Introverted",False,True,True,Fail,Business,,4.0,,,1.0,2.0,,,3.0
955,Bessy Turpie,2019-12-11,"Collaboration, Empathy",Distracted,True,False,True,Fail,Data,5.0,,,4.0,,,1.0,,
956,Whit Brisse,2019-12-19,"Ambitious, Composure","Slow, Indifferent",True,True,True,Pass,Business,2.0,,,1.0,,3.0,,,
957,Bernhard Birchall,2019-12-04,Independent,Controlling,True,True,True,Pass,Data,3.0,1.0,,,,,,,
